CMDLINE C:\Users\DELL\universityproject\formanai\backend\venv\Scripts\python.exe app.py
MEM 3.472656 1733518450.1046
MEM 3.472656 1733518450.2055
MEM 3.472656 1733518450.3059
MEM 3.472656 1733518450.4065
MEM 3.472656 1733518450.5163
MEM 3.472656 1733518450.6274
MEM 3.472656 1733518450.7281
MEM 3.472656 1733518450.8289
MEM 3.472656 1733518450.9294
MEM 3.472656 1733518451.0301
MEM 3.472656 1733518451.1312
MEM 3.472656 1733518451.2319
MEM 3.472656 1733518451.3326
MEM 3.472656 1733518451.4333
MEM 3.472656 1733518451.5342
MEM 3.472656 1733518451.6352
MEM 3.472656 1733518451.7359
MEM 3.472656 1733518451.8365
MEM 3.472656 1733518451.9374
MEM 3.472656 1733518452.0380
MEM 3.472656 1733518452.1387
MEM 3.472656 1733518452.2391
MEM 3.472656 1733518452.3398
MEM 3.472656 1733518452.4403
MEM 3.472656 1733518452.5413
MEM 3.472656 1733518452.6419
MEM 3.472656 1733518452.7425
MEM 3.472656 1733518452.8429
MEM 3.472656 1733518452.9434
MEM 3.472656 1733518453.0439
MEM 3.472656 1733518453.1448
MEM 3.472656 1733518453.2449
MEM 3.472656 1733518453.3455
MEM 3.472656 1733518453.4462
MEM 3.472656 1733518453.5470
MEM 3.472656 1733518453.6476
MEM 3.472656 1733518453.7482
MEM 3.472656 1733518453.8490
MEM 3.472656 1733518453.9494
MEM 3.472656 1733518454.0498
MEM 3.472656 1733518454.1500
MEM 3.472656 1733518454.2508
MEM 3.472656 1733518454.3509
MEM 3.472656 1733518454.4514
MEM 3.472656 1733518454.5518
MEM 3.472656 1733518454.6521
MEM 3.472656 1733518454.7528
MEM 3.472656 1733518454.8533
MEM 3.472656 1733518454.9538
MEM 3.472656 1733518455.0545
MEM 3.472656 1733518455.1554
MEM 3.472656 1733518455.2560
MEM 3.472656 1733518455.3564
MEM 3.472656 1733518455.4568
MEM 3.472656 1733518455.5573
MEM 3.472656 1733518455.6577
MEM 3.472656 1733518455.7588
MEM 3.472656 1733518455.8591
MEM 3.472656 1733518455.9596
MEM 3.472656 1733518456.0603
MEM 3.472656 1733518456.1618
MEM 3.472656 1733518456.2625
MEM 3.472656 1733518456.3633
MEM 3.472656 1733518456.4641
MEM 3.472656 1733518456.5647
MEM 3.472656 1733518456.6656
MEM 3.472656 1733518456.7662
MEM 3.472656 1733518456.8670
MEM 3.472656 1733518456.9674
MEM 3.472656 1733518457.0681
MEM 3.472656 1733518457.1686
MEM 3.472656 1733518457.2692
MEM 3.472656 1733518457.3697
MEM 3.472656 1733518457.4704
MEM 3.472656 1733518457.5715
MEM 3.472656 1733518457.6725
MEM 3.472656 1733518457.7735
MEM 3.472656 1733518457.8741
MEM 3.472656 1733518457.9748
MEM 3.472656 1733518458.0753
MEM 3.472656 1733518458.1763
MEM 3.472656 1733518458.2766
MEM 3.472656 1733518458.3769
MEM 3.472656 1733518458.4774
MEM 3.472656 1733518458.5781
MEM 3.472656 1733518458.6790
MEM 3.472656 1733518458.7793
MEM 3.472656 1733518458.8799
MEM 3.472656 1733518458.9805
MEM 3.472656 1733518459.0813
MEM 3.472656 1733518459.1824
MEM 3.472656 1733518459.2830
MEM 3.472656 1733518459.3838
MEM 3.472656 1733518459.4842
MEM 3.472656 1733518459.5848
MEM 3.472656 1733518459.6853
MEM 3.472656 1733518459.7859
MEM 3.472656 1733518459.8867
MEM 3.472656 1733518459.9874
MEM 3.472656 1733518460.0879
MEM 3.472656 1733518460.1884
MEM 3.472656 1733518460.2888
MEM 3.472656 1733518460.3896
MEM 3.472656 1733518460.4905
MEM 3.472656 1733518460.5916
MEM 3.472656 1733518460.6928
MEM 3.472656 1733518460.7939
MEM 3.472656 1733518460.8946
MEM 3.472656 1733518460.9958
MEM 3.472656 1733518461.0965
MEM 3.472656 1733518461.1973
MEM 3.472656 1733518461.2978
MEM 3.472656 1733518461.3984
MEM 3.472656 1733518461.4992
MEM 3.472656 1733518461.6000
MEM 3.472656 1733518461.7004
MEM 3.472656 1733518461.8014
MEM 3.472656 1733518461.9024
MEM 3.472656 1733518462.0032
MEM 3.472656 1733518462.1041
MEM 3.472656 1733518462.2047
MEM 3.472656 1733518462.3055
MEM 3.472656 1733518462.4062
MEM 3.472656 1733518462.5066
MEM 3.472656 1733518462.6074
MEM 3.472656 1733518462.7082
MEM 3.472656 1733518462.8087
MEM 3.472656 1733518462.9096
MEM 3.472656 1733518463.0105
MEM 3.472656 1733518463.1117
MEM 3.472656 1733518463.2125
MEM 3.472656 1733518463.3134
MEM 3.472656 1733518463.4138
MEM 3.472656 1733518463.5144
MEM 3.472656 1733518463.6150
MEM 3.472656 1733518463.7157
MEM 3.472656 1733518463.8166
MEM 3.472656 1733518463.9173
MEM 3.472656 1733518464.0179
MEM 3.472656 1733518464.1186
MEM 3.472656 1733518464.2197
MEM 3.472656 1733518464.3209
MEM 3.472656 1733518464.4216
MEM 3.472656 1733518464.5224
MEM 3.472656 1733518464.6226
MEM 3.472656 1733518464.7232
MEM 3.472656 1733518464.8235
MEM 3.472656 1733518464.9237
MEM 3.472656 1733518465.0247
MEM 3.472656 1733518465.1259
MEM 3.472656 1733518465.2265
MEM 3.472656 1733518465.3276
MEM 3.472656 1733518465.4283
MEM 3.472656 1733518465.5292
MEM 3.472656 1733518465.6298
MEM 3.472656 1733518465.7304
MEM 3.472656 1733518465.8308
MEM 3.472656 1733518465.9315
MEM 3.472656 1733518466.0323
MEM 3.472656 1733518466.1327
MEM 3.472656 1733518466.2338
MEM 3.472656 1733518466.3345
MEM 3.472656 1733518466.4356
MEM 3.472656 1733518466.5365
MEM 3.472656 1733518466.6373
MEM 3.472656 1733518466.7381
MEM 3.472656 1733518466.8388
MEM 3.472656 1733518466.9394
MEM 3.472656 1733518467.0404
MEM 3.472656 1733518467.1410
MEM 3.472656 1733518467.2417
MEM 3.472656 1733518467.3422
MEM 3.472656 1733518467.4435
MEM 3.472656 1733518467.5447
MEM 3.472656 1733518467.6461
MEM 3.472656 1733518467.7467
MEM 3.472656 1733518467.8473
MEM 3.472656 1733518467.9478
MEM 3.472656 1733518468.0484
MEM 3.472656 1733518468.1491
MEM 3.472656 1733518468.2495
MEM 3.472656 1733518468.3499
MEM 3.472656 1733518468.4508
MEM 3.472656 1733518468.5516
MEM 3.472656 1733518468.6521
MEM 3.472656 1733518468.7525
MEM 3.472656 1733518468.8529
MEM 3.472656 1733518468.9538
MEM 3.472656 1733518469.0545
MEM 3.472656 1733518469.1554
MEM 3.472656 1733518469.2563
MEM 3.472656 1733518469.3571
MEM 3.472656 1733518469.4580
MEM 3.472656 1733518469.5584
MEM 3.472656 1733518469.6593
MEM 3.472656 1733518469.7600
MEM 3.472656 1733518469.8605
MEM 3.472656 1733518469.9617
MEM 3.472656 1733518470.0623
MEM 3.472656 1733518470.1630
MEM 3.472656 1733518470.2633
MEM 3.472656 1733518470.3639
MEM 3.472656 1733518470.4645
MEM 3.472656 1733518470.5650
MEM 3.472656 1733518470.6655
MEM 3.472656 1733518470.7663
MEM 3.472656 1733518470.8668
MEM 3.472656 1733518470.9672
MEM 3.472656 1733518471.0676
MEM 3.472656 1733518471.1690
MEM 3.472656 1733518471.2694
MEM 3.472656 1733518471.3701
MEM 3.472656 1733518471.4710
MEM 3.472656 1733518471.5714
MEM 3.472656 1733518471.6727
MEM 3.472656 1733518471.7735
MEM 3.472656 1733518471.8741
MEM 3.472656 1733518471.9749
MEM 3.472656 1733518472.0755
MEM 3.472656 1733518472.1762
MEM 3.472656 1733518472.2770
MEM 3.472656 1733518472.3776
MEM 3.472656 1733518472.4787
MEM 3.472656 1733518472.5794
MEM 3.472656 1733518472.6802
MEM 3.472656 1733518472.7812
MEM 3.472656 1733518472.8819
MEM 3.472656 1733518472.9829
MEM 3.472656 1733518473.0834
MEM 3.472656 1733518473.1842
MEM 3.472656 1733518473.2849
MEM 3.472656 1733518473.3857
MEM 3.472656 1733518473.4863
MEM 3.472656 1733518473.5873
MEM 3.472656 1733518473.6881
MEM 3.472656 1733518473.7889
MEM 3.472656 1733518473.8901
MEM 3.472656 1733518473.9908
MEM 3.472656 1733518474.0915
MEM 3.472656 1733518474.1922
MEM 3.472656 1733518474.2934
MEM 3.472656 1733518474.3942
MEM 3.472656 1733518474.4946
MEM 3.472656 1733518474.5951
MEM 3.472656 1733518474.6957
MEM 3.472656 1733518474.7965
MEM 3.472656 1733518474.8971
MEM 3.472656 1733518474.9979
MEM 3.472656 1733518475.0988
MEM 3.472656 1733518475.1992
MEM 3.472656 1733518475.2999
MEM 3.472656 1733518475.4008
MEM 3.472656 1733518475.5011
MEM 3.472656 1733518475.6015
MEM 3.472656 1733518475.7019
MEM 3.472656 1733518475.8026
MEM 3.472656 1733518475.9032
MEM 3.472656 1733518476.0036
MEM 3.472656 1733518476.1045
MEM 3.472656 1733518476.2051
MEM 3.472656 1733518476.3054
MEM 3.472656 1733518476.4061
MEM 3.472656 1733518476.5067
MEM 3.472656 1733518476.6072
MEM 3.472656 1733518476.7078
MEM 3.472656 1733518476.8085
MEM 3.472656 1733518476.9095
MEM 3.472656 1733518477.0100
MEM 3.472656 1733518477.1106
MEM 3.472656 1733518477.2111
MEM 3.472656 1733518477.3119
MEM 3.472656 1733518477.4123
MEM 3.472656 1733518477.5127
MEM 3.472656 1733518477.6135
MEM 3.472656 1733518477.7141
MEM 3.472656 1733518477.8145
MEM 3.472656 1733518477.9149
MEM 3.472656 1733518478.0157
MEM 3.472656 1733518478.1164
MEM 3.472656 1733518478.2168
MEM 3.472656 1733518478.3172
MEM 3.472656 1733518478.4181
MEM 3.472656 1733518478.5185
MEM 3.472656 1733518478.6189
MEM 3.472656 1733518478.7195
MEM 3.472656 1733518478.8204
MEM 3.472656 1733518478.9210
MEM 3.472656 1733518479.0218
MEM 3.472656 1733518479.1223
MEM 3.472656 1733518479.2227
MEM 3.472656 1733518479.3235
MEM 3.472656 1733518479.4242
MEM 3.472656 1733518479.5249
MEM 3.472656 1733518479.6257
MEM 3.472656 1733518479.7265
MEM 3.472656 1733518479.8273
MEM 3.472656 1733518479.9282
MEM 3.472656 1733518480.0290
MEM 3.472656 1733518480.1298
MEM 3.472656 1733518480.2307
MEM 3.472656 1733518480.3312
MEM 3.472656 1733518480.4316
MEM 3.472656 1733518480.5322
MEM 3.472656 1733518480.6326
MEM 3.472656 1733518480.7329
MEM 3.472656 1733518480.8335
MEM 3.472656 1733518480.9340
MEM 3.472656 1733518481.0349
MEM 3.472656 1733518481.1359
MEM 3.472656 1733518481.2368
MEM 3.472656 1733518481.3375
MEM 3.472656 1733518481.4381
MEM 3.472656 1733518481.5389
MEM 3.472656 1733518481.6395
MEM 3.472656 1733518481.7400
MEM 3.472656 1733518481.8406
MEM 3.472656 1733518481.9413
MEM 3.472656 1733518482.0415
MEM 3.472656 1733518482.1422
MEM 3.472656 1733518482.2430
MEM 3.472656 1733518482.3439
MEM 3.472656 1733518482.4444
MEM 3.472656 1733518482.5451
MEM 3.472656 1733518482.6461
MEM 3.472656 1733518482.7469
MEM 3.472656 1733518482.8475
MEM 3.472656 1733518482.9480
MEM 3.472656 1733518483.0485
MEM 3.472656 1733518483.1492
MEM 3.472656 1733518483.2498
MEM 3.472656 1733518483.3504
MEM 3.472656 1733518483.4512
MEM 3.472656 1733518483.5515
MEM 3.472656 1733518483.6518
MEM 3.472656 1733518483.7520
MEM 3.472656 1733518483.8527
MEM 3.472656 1733518483.9533
MEM 3.472656 1733518484.0539
MEM 3.472656 1733518484.1547
MEM 3.472656 1733518484.2551
MEM 3.472656 1733518484.3556
MEM 3.472656 1733518484.4562
MEM 3.472656 1733518484.5568
MEM 3.472656 1733518484.6573
MEM 3.472656 1733518484.7579
MEM 3.472656 1733518484.8594
MEM 3.472656 1733518484.9596
MEM 3.472656 1733518485.0603
MEM 3.472656 1733518485.1611
MEM 3.472656 1733518485.2616
MEM 3.472656 1733518485.3622
MEM 3.472656 1733518485.4629
MEM 3.472656 1733518485.5638
MEM 3.472656 1733518485.6642
MEM 3.472656 1733518485.7648
MEM 3.472656 1733518485.8658
MEM 3.472656 1733518485.9663
MEM 3.472656 1733518486.0673
MEM 3.472656 1733518486.1678
MEM 3.472656 1733518486.2684
MEM 3.472656 1733518486.3692
MEM 3.472656 1733518486.4696
MEM 3.472656 1733518486.5700
MEM 3.472656 1733518486.6704
MEM 3.472656 1733518486.7709
MEM 3.472656 1733518486.8716
MEM 3.472656 1733518486.9722
MEM 3.472656 1733518487.0730
MEM 3.472656 1733518487.1741
MEM 3.472656 1733518487.2748
MEM 3.472656 1733518487.3753
MEM 3.472656 1733518487.4760
MEM 3.472656 1733518487.5770
MEM 3.472656 1733518487.6776
MEM 3.472656 1733518487.7782
MEM 3.472656 1733518487.8787
MEM 3.472656 1733518487.9795
MEM 3.472656 1733518488.0802
MEM 3.472656 1733518488.1808
MEM 3.472656 1733518488.2815
MEM 3.472656 1733518488.3823
MEM 3.472656 1733518488.4831
MEM 3.472656 1733518488.5843
MEM 3.472656 1733518488.6854
MEM 3.472656 1733518488.7862
MEM 3.472656 1733518488.8867
MEM 3.472656 1733518488.9883
MEM 3.472656 1733518489.0887
MEM 3.472656 1733518489.1892
MEM 3.472656 1733518489.2900
MEM 3.472656 1733518489.3905
MEM 3.472656 1733518489.4915
MEM 3.472656 1733518489.5924
MEM 3.472656 1733518489.6932
MEM 3.472656 1733518489.7941
MEM 3.472656 1733518489.8944
MEM 3.472656 1733518489.9949
MEM 3.472656 1733518490.0956
MEM 3.472656 1733518490.1963
MEM 3.472656 1733518490.2966
MEM 3.472656 1733518490.3974
MEM 3.472656 1733518490.4981
MEM 3.472656 1733518490.5988
MEM 3.472656 1733518490.6994
MEM 3.472656 1733518490.8000
MEM 3.472656 1733518490.9009
MEM 3.472656 1733518491.0016
MEM 3.472656 1733518491.1020
MEM 3.472656 1733518491.2027
MEM 3.472656 1733518491.3030
MEM 3.472656 1733518491.4033
MEM 3.472656 1733518491.5036
MEM 3.472656 1733518491.6043
MEM 3.472656 1733518491.7047
MEM 3.472656 1733518491.8058
MEM 3.472656 1733518491.9065
MEM 3.472656 1733518492.0070
MEM 3.472656 1733518492.1081
MEM 3.472656 1733518492.2091
MEM 3.472656 1733518492.3098
MEM 3.472656 1733518492.4106
MEM 3.472656 1733518492.5111
MEM 3.472656 1733518492.6117
MEM 3.472656 1733518492.7124
MEM 3.472656 1733518492.8131
MEM 3.472656 1733518492.9138
MEM 3.472656 1733518493.0144
MEM 3.472656 1733518493.1146
MEM 3.472656 1733518493.2151
MEM 3.472656 1733518493.3158
MEM 3.472656 1733518493.4162
MEM 3.472656 1733518493.5167
MEM 3.472656 1733518493.6171
MEM 3.472656 1733518493.7176
MEM 3.472656 1733518493.8183
MEM 3.472656 1733518493.9191
MEM 3.472656 1733518494.0199
MEM 3.472656 1733518494.1204
MEM 3.472656 1733518494.2210
MEM 3.472656 1733518494.3222
MEM 3.472656 1733518494.4231
MEM 3.472656 1733518494.5242
MEM 3.472656 1733518494.6252
MEM 3.472656 1733518494.7258
MEM 3.472656 1733518494.8273
MEM 3.472656 1733518494.9280
MEM 3.472656 1733518495.0288
MEM 3.472656 1733518495.1293
MEM 3.472656 1733518495.2302
MEM 3.472656 1733518495.3307
MEM 3.472656 1733518495.4311
MEM 3.472656 1733518495.5321
MEM 3.472656 1733518495.6325
MEM 3.472656 1733518495.7331
MEM 3.472656 1733518495.8335
MEM 3.472656 1733518495.9344
MEM 3.472656 1733518496.0351
MEM 3.472656 1733518496.1363
MEM 3.472656 1733518496.2375
MEM 3.472656 1733518496.3383
MEM 3.472656 1733518496.4390
MEM 3.472656 1733518496.5395
MEM 3.472656 1733518496.6403
MEM 3.472656 1733518496.7414
MEM 3.472656 1733518496.8418
MEM 3.472656 1733518496.9425
MEM 3.472656 1733518497.0433
MEM 3.472656 1733518497.1440
MEM 3.472656 1733518497.2455
MEM 3.472656 1733518497.3459
MEM 3.472656 1733518497.4469
MEM 3.472656 1733518497.5476
MEM 3.472656 1733518497.6484
MEM 3.472656 1733518497.7492
MEM 3.472656 1733518497.8501
MEM 3.472656 1733518497.9510
MEM 3.472656 1733518498.0516
MEM 3.472656 1733518498.1525
MEM 3.472656 1733518498.2540
MEM 3.472656 1733518498.3545
MEM 3.472656 1733518498.4550
MEM 3.472656 1733518498.5557
MEM 3.472656 1733518498.6563
MEM 3.472656 1733518498.7573
MEM 3.472656 1733518498.8584
MEM 3.472656 1733518498.9593
MEM 3.472656 1733518499.0600
MEM 3.472656 1733518499.1606
MEM 3.472656 1733518499.2613
MEM 3.472656 1733518499.3619
MEM 3.472656 1733518499.4625
MEM 3.472656 1733518499.5631
MEM 3.472656 1733518499.6634
MEM 3.472656 1733518499.7637
MEM 3.472656 1733518499.8640
MEM 3.472656 1733518499.9648
MEM 3.472656 1733518500.0657
MEM 3.472656 1733518500.1660
MEM 3.472656 1733518500.2668
MEM 3.472656 1733518500.3671
MEM 3.472656 1733518500.4678
MEM 3.472656 1733518500.5686
MEM 3.472656 1733518500.6693
MEM 3.472656 1733518500.7705
MEM 3.472656 1733518500.8714
MEM 3.472656 1733518500.9720
MEM 3.472656 1733518501.0725
MEM 3.472656 1733518501.1734
MEM 3.472656 1733518501.2739
MEM 3.472656 1733518501.3746
MEM 3.472656 1733518501.4750
MEM 3.472656 1733518501.5755
MEM 3.472656 1733518501.6762
MEM 3.472656 1733518501.7768
MEM 3.472656 1733518501.8775
MEM 3.472656 1733518501.9780
MEM 3.472656 1733518502.0789
MEM 3.472656 1733518502.1798
MEM 3.472656 1733518502.2804
MEM 3.472656 1733518502.3810
MEM 3.472656 1733518502.4815
MEM 3.472656 1733518502.5821
MEM 3.472656 1733518502.6833
MEM 3.472656 1733518502.7836
MEM 3.472656 1733518502.8848
MEM 3.472656 1733518502.9855
MEM 3.472656 1733518503.0860
MEM 3.472656 1733518503.1868
MEM 3.472656 1733518503.2875
MEM 3.472656 1733518503.3880
MEM 3.472656 1733518503.4889
MEM 3.472656 1733518503.5898
MEM 3.472656 1733518503.6907
MEM 3.472656 1733518503.7918
MEM 3.472656 1733518503.8925
MEM 3.472656 1733518503.9932
MEM 3.472656 1733518504.0944
MEM 3.472656 1733518504.1949
MEM 3.472656 1733518504.2955
MEM 3.472656 1733518504.3964
MEM 3.472656 1733518504.4969
MEM 3.472656 1733518504.5975
MEM 3.472656 1733518504.6981
MEM 3.472656 1733518504.7990
MEM 3.472656 1733518504.8994
MEM 3.472656 1733518505.0001
MEM 3.472656 1733518505.1007
MEM 3.472656 1733518505.2015
MEM 3.472656 1733518505.3025
MEM 3.472656 1733518505.4035
MEM 3.472656 1733518505.5041
MEM 3.472656 1733518505.6049
MEM 3.472656 1733518505.7051
MEM 3.472656 1733518505.8057
MEM 3.472656 1733518505.9065
MEM 3.472656 1733518506.0074
MEM 3.472656 1733518506.1080
MEM 3.472656 1733518506.2092
MEM 3.472656 1733518506.3099
MEM 3.472656 1733518506.4105
MEM 3.472656 1733518506.5114
MEM 3.472656 1733518506.6121
MEM 3.472656 1733518506.7127
MEM 3.472656 1733518506.8132
MEM 3.472656 1733518506.9141
MEM 3.472656 1733518507.0150
MEM 3.472656 1733518507.1159
MEM 3.472656 1733518507.2166
MEM 3.472656 1733518507.3174
MEM 3.472656 1733518507.4185
MEM 3.472656 1733518507.5200
MEM 3.472656 1733518507.6208
MEM 3.472656 1733518507.7213
MEM 3.472656 1733518507.8218
MEM 3.472656 1733518507.9226
MEM 3.472656 1733518508.0237
MEM 3.472656 1733518508.1247
MEM 3.472656 1733518508.2257
MEM 3.472656 1733518508.3269
MEM 3.472656 1733518508.4279
MEM 3.472656 1733518508.5290
MEM 3.472656 1733518508.6295
MEM 3.472656 1733518508.7300
MEM 3.472656 1733518508.8308
MEM 3.472656 1733518508.9313
MEM 3.472656 1733518509.0323
MEM 3.472656 1733518509.1332
MEM 3.472656 1733518509.2339
MEM 3.472656 1733518509.3346
MEM 3.472656 1733518509.4355
MEM 3.472656 1733518509.5368
MEM 3.472656 1733518509.6377
MEM 3.472656 1733518509.7383
MEM 3.472656 1733518509.8388
MEM 3.472656 1733518509.9395
MEM 3.472656 1733518510.0401
MEM 3.472656 1733518510.1411
MEM 3.472656 1733518510.2420
MEM 3.472656 1733518510.3430
MEM 3.472656 1733518510.4443
MEM 3.472656 1733518510.5448
MEM 3.472656 1733518510.6456
MEM 3.472656 1733518510.7466
MEM 3.472656 1733518510.8476
MEM 3.472656 1733518510.9482
MEM 3.472656 1733518511.0486
MEM 3.472656 1733518511.1492
MEM 3.472656 1733518511.2503
MEM 3.472656 1733518511.3512
MEM 3.472656 1733518511.4519
MEM 3.472656 1733518511.5529
MEM 3.472656 1733518511.6541
MEM 3.472656 1733518511.7549
MEM 3.472656 1733518511.8557
MEM 3.472656 1733518511.9562
MEM 3.472656 1733518512.0568
MEM 3.472656 1733518512.1576
MEM 3.472656 1733518512.2581
MEM 3.472656 1733518512.3589
MEM 3.472656 1733518512.4598
MEM 3.472656 1733518512.5609
MEM 3.472656 1733518512.6621
MEM 3.472656 1733518512.7624
MEM 3.472656 1733518512.8633
MEM 3.472656 1733518512.9637
MEM 3.472656 1733518513.0641
MEM 3.472656 1733518513.1644
MEM 3.472656 1733518513.2653
MEM 3.472656 1733518513.3659
MEM 3.472656 1733518513.4669
MEM 3.472656 1733518513.5677
MEM 3.472656 1733518513.6685
MEM 3.472656 1733518513.7698
MEM 3.472656 1733518513.8706
MEM 3.472656 1733518513.9713
MEM 3.472656 1733518514.0719
MEM 3.472656 1733518514.1724
MEM 3.472656 1733518514.2728
MEM 3.472656 1733518514.3733
MEM 3.472656 1733518514.4750
MEM 3.472656 1733518514.5758
MEM 3.472656 1733518514.6766
MEM 3.472656 1733518514.7774
MEM 3.472656 1733518514.8778
MEM 3.472656 1733518514.9783
MEM 3.472656 1733518515.0791
MEM 3.472656 1733518515.1800
MEM 3.472656 1733518515.2805
MEM 3.472656 1733518515.3811
MEM 3.472656 1733518515.4823
MEM 3.472656 1733518515.5827
MEM 3.472656 1733518515.6839
MEM 3.472656 1733518515.7848
MEM 3.472656 1733518515.8858
MEM 3.472656 1733518515.9868
MEM 3.472656 1733518516.0875
MEM 3.472656 1733518516.1888
MEM 3.472656 1733518516.2897
MEM 3.472656 1733518516.3902
MEM 3.472656 1733518516.4912
MEM 3.472656 1733518516.5924
MEM 3.472656 1733518516.6934
MEM 3.472656 1733518516.7939
MEM 3.472656 1733518516.8944
MEM 3.472656 1733518516.9949
MEM 3.472656 1733518517.0954
MEM 3.472656 1733518517.1963
MEM 3.472656 1733518517.2973
MEM 3.472656 1733518517.3981
MEM 3.472656 1733518517.4989
MEM 3.472656 1733518517.6000
MEM 3.472656 1733518517.7007
MEM 3.472656 1733518517.8012
MEM 3.472656 1733518517.9022
MEM 3.472656 1733518518.0030
MEM 3.472656 1733518518.1036
MEM 3.472656 1733518518.2046
MEM 3.472656 1733518518.3057
MEM 3.472656 1733518518.4060
MEM 3.472656 1733518518.5067
MEM 3.472656 1733518518.6075
MEM 3.472656 1733518518.7083
MEM 3.472656 1733518518.8093
MEM 3.472656 1733518518.9101
MEM 3.472656 1733518519.0110
MEM 3.472656 1733518519.1122
MEM 3.472656 1733518519.2131
MEM 3.472656 1733518519.3135
MEM 3.472656 1733518519.4144
MEM 3.472656 1733518519.5149
MEM 3.472656 1733518519.6153
MEM 3.472656 1733518519.7158
MEM 3.472656 1733518519.8165
MEM 3.472656 1733518519.9170
MEM 3.472656 1733518520.0180
MEM 3.472656 1733518520.1193
MEM 3.472656 1733518520.2199
MEM 3.472656 1733518520.3206
MEM 3.472656 1733518520.4216
MEM 3.472656 1733518520.5225
MEM 3.472656 1733518520.6230
MEM 3.472656 1733518520.7240
MEM 3.472656 1733518520.8246
MEM 3.472656 1733518520.9255
MEM 3.472656 1733518521.0264
MEM 3.472656 1733518521.1272
MEM 3.472656 1733518521.2278
MEM 3.472656 1733518521.3282
MEM 3.472656 1733518521.4292
MEM 3.472656 1733518521.5299
MEM 3.472656 1733518521.6304
MEM 3.472656 1733518521.7312
MEM 3.472656 1733518521.8315
MEM 3.472656 1733518521.9320
MEM 3.472656 1733518522.0329
MEM 3.472656 1733518522.1334
MEM 3.472656 1733518522.2338
MEM 3.472656 1733518522.3345
MEM 3.472656 1733518522.4349
MEM 3.472656 1733518522.5353
MEM 3.472656 1733518522.6360
MEM 3.472656 1733518522.7366
MEM 3.472656 1733518522.8374
MEM 3.472656 1733518522.9386
MEM 3.472656 1733518523.0392
MEM 3.472656 1733518523.1405
MEM 3.472656 1733518523.2417
MEM 3.472656 1733518523.3425
MEM 3.472656 1733518523.4435
MEM 3.472656 1733518523.5446
MEM 3.472656 1733518523.6451
MEM 3.472656 1733518523.7461
MEM 3.472656 1733518523.8466
MEM 3.472656 1733518523.9473
MEM 3.472656 1733518524.0477
MEM 3.472656 1733518524.1484
MEM 3.472656 1733518524.2491
MEM 3.472656 1733518524.3499
MEM 3.472656 1733518524.4504
MEM 3.472656 1733518524.5509
MEM 3.472656 1733518524.6518
MEM 3.472656 1733518524.7527
MEM 3.472656 1733518524.8536
MEM 3.472656 1733518524.9542
MEM 3.472656 1733518525.0549
MEM 3.472656 1733518525.1556
MEM 3.472656 1733518525.2563
MEM 3.472656 1733518525.3569
MEM 3.472656 1733518525.4574
MEM 3.472656 1733518525.5583
MEM 3.472656 1733518525.6592
MEM 3.472656 1733518525.7601
MEM 3.472656 1733518525.8611
MEM 3.472656 1733518525.9622
MEM 3.472656 1733518526.0625
MEM 3.472656 1733518526.1628
MEM 3.472656 1733518526.2632
MEM 3.472656 1733518526.3641
MEM 3.472656 1733518526.4646
MEM 3.472656 1733518526.5652
MEM 3.472656 1733518526.6659
MEM 3.472656 1733518526.7668
MEM 3.472656 1733518526.8674
MEM 3.472656 1733518526.9684
MEM 3.472656 1733518527.0696
MEM 3.472656 1733518527.1703
MEM 3.472656 1733518527.2707
MEM 3.472656 1733518527.3718
MEM 3.472656 1733518527.4726
MEM 3.472656 1733518527.5733
MEM 3.472656 1733518527.6744
MEM 3.472656 1733518527.7752
MEM 3.472656 1733518527.8759
MEM 3.472656 1733518527.9766
MEM 3.472656 1733518528.0777
MEM 3.472656 1733518528.1785
MEM 3.472656 1733518528.2794
MEM 3.472656 1733518528.3798
MEM 3.472656 1733518528.4802
MEM 3.472656 1733518528.5808
MEM 3.472656 1733518528.6817
MEM 3.472656 1733518528.7829
MEM 3.472656 1733518528.8839
MEM 3.472656 1733518528.9850
MEM 3.472656 1733518529.0857
MEM 3.472656 1733518529.1866
MEM 3.472656 1733518529.2875
MEM 3.472656 1733518529.3884
MEM 3.472656 1733518529.4893
MEM 3.472656 1733518529.5901
MEM 3.472656 1733518529.6912
MEM 3.472656 1733518529.7920
MEM 3.472656 1733518529.8930
MEM 3.472656 1733518529.9942
MEM 3.472656 1733518530.0951
MEM 3.472656 1733518530.1957
MEM 3.472656 1733518530.2961
MEM 3.472656 1733518530.3964
MEM 3.472656 1733518530.4972
MEM 3.472656 1733518530.5979
MEM 3.472656 1733518530.6986
MEM 3.472656 1733518530.7996
MEM 3.472656 1733518530.9000
MEM 3.472656 1733518531.0007
MEM 3.472656 1733518531.1018
MEM 3.472656 1733518531.2029
MEM 3.472656 1733518531.3040
MEM 3.472656 1733518531.4052
MEM 3.472656 1733518531.5060
MEM 3.472656 1733518531.6069
MEM 3.472656 1733518531.7077
MEM 3.472656 1733518531.8085
MEM 3.472656 1733518531.9096
MEM 3.472656 1733518532.0103
MEM 3.472656 1733518532.1115
MEM 3.472656 1733518532.2125
MEM 3.472656 1733518532.3129
MEM 3.472656 1733518532.4140
MEM 3.472656 1733518532.5145
MEM 3.472656 1733518532.6150
